Location Local Datetime,Location,Deployment,Product,Product Pulls,Product Fills,Data,Data Change,Status
2024-10-05 08:56:47.954,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-05 09:16:48.051,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-05 13:26:39.437,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-05 13:36:39.488,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-05 15:06:39.272,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-05 15:16:39.349,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-05 15:46:39.698,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-05 15:56:39.765,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-05 17:46:39.567,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-05 17:56:39.369,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 01:06:38.327,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 01:16:38.213,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 01:26:38.270,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 01:36:38.348,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 02:16:38.444,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 02:26:39.685,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 03:16:40.028,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 03:26:40.020,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 04:16:39.840,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 04:36:40.077,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 09:26:44.833,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 09:36:45.211,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 09:56:44.538,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 10:06:44.555,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 11:36:45.280,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 11:46:45.119,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 11:56:45.177,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 12:06:45.440,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 12:56:41.064,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 13:56:41.437,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 15:06:40.675,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 21:47:03.847,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-06 22:07:03.765,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-06 22:17:03.668,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Possible Fill
2024-10-07 12:47:21.727,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,2.0,0.0,3,2.0,Possible Pull
2024-10-07 15:46:37.154,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,2.0,0.0,1,2.0,Oscillation
2024-10-08 18:16:27.852,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,2.0,3,2.0,Possible Fill
2024-10-09 18:16:25.171,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,2,1.0,Possible Pull
2024-10-10 18:36:20.067,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,3.0,5,3.0,Possible Fill
2024-10-10 18:46:19.739,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 19:06:19.752,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 19:46:20.158,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 20:06:19.991,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 20:36:19.783,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 20:56:19.393,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 21:06:19.495,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 21:16:19.696,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 21:26:19.954,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 21:46:19.902,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 22:16:19.978,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 22:26:19.903,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-10 23:46:19.641,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-10 23:56:19.729,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 00:06:19.672,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 00:16:19.747,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 00:46:19.882,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 00:56:19.863,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 01:06:19.975,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 01:26:20.196,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 02:56:22.091,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 03:06:22.109,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 04:26:21.486,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 04:36:21.249,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 05:56:20.599,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 06:06:20.953,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 10:46:20.508,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 10:56:20.556,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 11:46:20.450,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 11:56:20.495,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 12:46:19.847,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 12:56:19.058,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 13:16:18.984,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 13:26:19.132,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 13:56:19.089,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 14:06:19.116,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 15:16:18.990,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 15:26:18.865,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 19:36:21.003,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 19:46:20.747,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 20:56:20.832,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 21:06:20.740,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 21:56:20.415,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-11 22:06:20.488,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-11 23:36:20.469,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 00:26:22.186,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 00:36:22.148,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 00:46:22.259,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 01:56:22.101,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 02:06:21.928,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 05:36:21.482,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 05:46:21.647,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 06:26:21.427,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 06:36:21.383,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 10:56:23.121,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 11:06:23.053,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 11:16:23.105,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 11:26:23.085,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 13:06:21.042,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 13:16:21.136,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 16:26:21.108,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 16:36:20.935,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 17:16:20.459,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 17:26:20.445,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 17:36:20.598,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 17:46:20.501,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 17:56:20.381,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 18:06:20.322,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 19:16:20.748,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 19:36:20.824,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-12 21:56:21.435,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-12 22:06:21.386,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 00:16:21.618,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 00:26:21.479,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 02:16:22.454,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 02:36:22.393,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 03:56:23.272,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 04:46:22.744,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 05:06:22.682,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 05:16:22.556,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 06:16:21.507,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 06:26:21.391,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 07:16:20.923,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 07:26:20.832,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 08:56:19.872,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 09:06:19.969,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 12:56:17.470,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 13:06:17.250,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 13:26:17.104,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 13:36:16.973,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 14:56:17.282,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 15:06:17.463,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 15:56:17.357,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 16:06:17.337,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 17:16:16.828,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 17:26:17.108,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 20:26:17.939,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 20:36:17.925,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 22:06:18.805,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 22:16:18.835,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-13 23:16:20.011,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-13 23:26:19.913,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-14 04:16:21.981,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
2024-10-14 04:26:22.034,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,0.0,1.0,5,1.0,Oscillation
2024-10-14 05:16:22.620,Apogem Capital,53rd Floor Pantry - Fridge #1,Just Ice Tea Organic Unsweetened Original Green Tea,1.0,0.0,4,1.0,Oscillation
